num	period	title	date	body
1099	pandemic	저 자신이 좀 이상한 사람 같아요	2023.02.10	"안녕하세요,,친구 두 명을 꽤 일찍 보내고 코로나 시국 겹침+어렸을 때 사투리 억양으로 놀림받고 집에서는 엄격한 환경탓에 살짝 눈치를 많이보고 억압적이게 키워진 성격 등등으로 고 3 때 정신의학과 가서 우울증 진단을 받았었습니다.학교를 가기도 버거워지고 스트레스 때문에 실신한 적도 몇 번 있어서 결국 졸업을 8달 정도 남겨두고 자퇴를 했었고,아무 계획도 없이 1년 정도를 누워서 집 안에서만 보내다 슬슬 뭐라도 해야하지 않나 싶어서 사이버대 등록+알바를 시작했었어요.,,그런데 알바를 할 때도 손님들의 말 하나하나에 지나치게 기분이 오락가락하고 신경질적으로 반응하게 되는 느낌이라 알바 그만두고 이번에는 심리상담사를 찾아갔었습니다.그런데 막상 상담사님을 마주보니까 뭘 말해야할지도 모르겠고 그냥...아무것도 모르겠는 거에요.제가 그래서 뭘 하고 싶은건지,어떻게 해야할지도 모르겠고 이것저것 여쭤보셔도 자꾸 없는 일을 지어내서 방어적인 태도를 취하게 됩니다.상담도 결국 상담자와 내담자가 모두 협력해야 하는건데 내 얘기를 꺼내기도 좀 그렇고...제가 별로 상담사님께 협조적이지 못했습니다.,,그래서 상담도 그만두고 어영부영 정답은 스스로 마인드컨트롤하는거다 생각하고 지금까지 대부분 집에서 지냈습니다.실제로 요즘은 가족들도 예전만큼 엄격하지 않고 신경 많이 써주고 알바도 쉬고 오프라인 학교도 안 나가니까 인간관계 스트레스도 없어서 그런진 몰라도 한창 침대에서조차 못 나가던 때보다는 마음이 편합니다.앞으로의 미래 계획도 없고 사이버대 강의는 다 미뤄들으며 시험 공부는 하나도 하지 않는 등 회피적이고 책임감 없는 태도는 그대로지만 요즘은 그래도 생각나면 영양제 챙겨먹고 밥 챙겨먹는 등 예전보다는 나아졌다고 생각했어요.,,그런데 할아버지가 돌아가시고 장례식에 참여하면서 제가 좀 이상한 사람?같다는 생각이 들었어요.사실 엄마아빠 사이도 제가 중학생이었을 때부터 안 좋고 아빠도 저랑 사이가 별로 안 좋았어서 말을 5년 정도 최소한으로만 하고 지냈던 등 이러저러 복잡한 사정이 있어서 친가 안 내려간지 몇 년 됐어요.그래서 할아버지도 많이 못 뵈었고 할아버지께서 생일에 축하한다고 카톡 보내두셨는데 제가 우울증(이라고 생각했던 것) 한창 심했을 때라 답장도 못해드린 채 보내드린 거거든요?근데 입관하는데 다른 친척들 다 우는데...눈물이 안 났어요.추억이 없어서 그렇다기에는 엄마나 동생도 눈물 정도는 훔치던데...,,아무튼 그래서 요지는 제가 좀 이상한 사람같이 느껴진다는 거에요.뭐가 문제일까요?죽음이라는 게 잘 안 와닿을 정도로 아직 제가 철이 없는걸까요?아니면 제가 공감 능력이 너무너무 떨어지거나 사실 우울증 진단 받았던 게 우울증이 아니고 성격장애 같은 거였을까요?저 자신이 싸이코패스 같은 걸로 느껴지는데 정신과 다시 가야할까요...간다면 뭐라고 해야할까요,,글이 너무 길어졌는데 어떻게 요약해야할지도 모르겠어서 일단은 제가 생각했던대로 쭉 써봤거든요.긴 글 읽어주셔서 감사합니다."
1100	pandemic	자기를 불쌍하게 여기는 것	2023.02.11	"제가 ㅈㅎ와 ㅈㅅㅅㄷ를 하면서 하루종일 잠만 자다가 병원으로 기어가다시피해서 우울증을 진단받았는데요.,지금까지 약 바꿔가며 먹고있는데 약먹기전에 진짜 너무 무기력해서 방 밖에도 못나올정도고 부모님이 이끌어주셔서 겨우 밥만 먹는 정도였거든요.,약 먹는 지금은 극복하려고 취업준비도해서 취업도 했었고(결국 짤렸지만) 또 지금도 일은 하고있어요.,예전처럼 ㅈㅅㅅㄷ도 안하고 ㅈㅎ행동도 하지말아야지,라며 안했었고요.,근데 지금도 잔잔한 우울감이 있어서 일하는거 빼고는 무기력해서 집에 틀어박혀 누워서 핸드폰보기 바쁘더라고요.,운동도 산책이라도 매일 했었는데 그것마저 무기력해져서 끊어버리고.,근데 며칠전에 아버지께서 화내시는 소리만 듣고서도 멘탈이 박살나는바람에 오열하며 충동적으로 ㅈㅎ하고 ㅈㅅㅅㄷ 했었어요. 가족들 몰래한거고 상처도 다 가려서 지금도 가족들은 전혀 모르고있고요.,저는 나름대로 숨긴답시고 남들앞에서 웃으며 티 안내고 가족들한테도 밝은척 웃으면서 나름대로 티를 안 내고 있는데요.,제가 sns는 안하고 남한테 말하고다니는건 아니지만 궁금한게 생기고 고민될때마다 인터넷공간에 질문올리곤 합니다.,그래서 아 혹시 나도 남들에게 보여주기 위해서 질문하는 꼴이 되는건가 싶더라고요.,그리고 또 자존감이 엄청 낮아서 난 왜 살지, 다 내가 부족한 탓이야, 역시 나같은건 뭔가를 할 자격도 없어 이런 부정적인 생각을 늘 해요.,근데 제가 어디서 넌 너를 불쌍하게 여긴다 자기연민에 빠져있다는 소릴 들어서 진짠가? 싶은 생각이 드네요.,처음엔 나도 극복하려고 노력하는데 왜? 싶다가도 누군가 저한테 지적하는 말을해서 거기에 상처받는 저를보면 진짜 그런가..싶기도 해요.,자기를 불쌍하게 여기는건 어떤걸까요?,이것도 자기연민인가요?"
1101	pandemic	가정폭력 트라우마	2023.02.12	"안녕하세요 20살 여자 입니다.,저희 엄마가 알코올중독이신데 작년 말 쯤,가정폭력을 하셔서 때리기 뿐만 아니라 흉기도,들고 그러셔서 특수폭행죄로 체포가 되시고,접근금지처분이 내려지셨었는데요.,그렇게 4개월 동안 접근금지 되셨다가,오늘 오셨어요.,근데 저는 괜찮아진줄 알았고, 정신과 다니면서,우울증 강박증 공황장애 진단받고 약을,복용 중이라 괜찮을줄 알았는데 막상 보니,아직 무섭더라고요...,그때 당시 아빠는 진자게 지쳐서 나가 살고 계셨고,집에는 저와 동생 엄마만 있었고,그 상황에서 저는 수차례 폭행을 당해서 그때마다,동생이 신고해주곤 했습니다.,근데 오늘 엄마가 오셔서 저는 진짜 막 덜덜,떨고 있는데 아빠는 거기서 동생보고 같이 나가자,하시고... 놀러가자 하시고... 저는 좀 화도 나고,짜증도 나더라고요... 아빠도 예전에,가정폭력 가해자셨는데... 그래서 그런지 피해자의,마음은 모르시는 걸까요?,정말 저는 아직도 무섭고 그때만 생각하면,숨도 제대로 못 쉴 정도로 힘들거든요...,근데 아빠가 아까 제 앞에서 동생한테 저렇게,얘기 하시길래 너무 서운했습니다.,저는 아직 너무나도 힘든데... 제가 예민한 걸까요?ㅠㅠ"
1102	pandemic	정신과 진료중단	2023.02.20	"정신과 진료를 그만두고 싶은데요.,궁금한 점들이 있어서 질문합니다.,우울증,사회공포증,강박증 진단 받았구요.,16살(만14살)여자 입니다.,어릴 때부터 다른 사람들보다 예민하고 걱정이 많아서 정확한 병명은 몰라도 어느정도 예상하고 있었어요.,근데 적응해서 잘 생활하고 있었어요.,약은 파마설트랄린정50mg,환인부스피론정5mg 먹고 있는데요.,4주정도 약을 먹었는데 솔직히 효과를 잘 모르겠어요.,오히려 효과는 없는데 기억력이 떨어지는 느낌이에요.,,1.스스로 이겨낼 수 있다면 약을 끊는 게 맞는 건가요?,,2.위 약들을 갑자기 끊어도 되나요?아니면 양을 조절하면서 서서히 끊어야 하나요?,,3.약을 끊으면 기억력이 다시 돌아올까요?,,4.약을 끊고 난 후 어떤 경우에 병원에 다시 가면 되나요?"
1103	pandemic	ROTC 준비생 우울증 불이익?	2023.02.24	"현재 ROTC 준비중인 대학생 입니다,지금 약 3년 째 정신과 다니면서 약물치료를 받고 있으며,폐쇄병동 입원, 자해, ECT치료까지 받은 상태 입니다,,우울증이 고도우울증에서 현재 중증도 우울증으로,어느정도 나아지긴 했습니다,,신체검사 시 속옷을 제외한 나머지 옷을 벗는걸로 알고 있는데,손목 뿐만 아니라 몸 곳곳에 자해 흉터가 있습니다,,흉터들 크기가 제각각이라 들킬 확률이 높습니까?,,또, 우울증으로 인해 임관하기가 어렵습니까?,,아무도 모르지만 자살시도를 한 적 있습니다."
1104	pandemic	큐로켈정 우울증	2023.02.24	"안녕하세요,병원에서 우울증 진단받고,큐로켈정이랑 낙센에프정 받아서 복용 중인데요!,,큐로켈을 아침에 복용하는 약으로 주셨는데 ,네이버 지식백과에는 우울증 치료 시 취침 전 복용하라고 적혀있어서,아침에 먹어도 문제 없는건지 궁금합니다!,,기분탓인지 좀 졸린 거 같아요 ㅠㅠ"
1105	pandemic	항우울제 복용 후 감정 무뎌짐	2023.02.25	"안녕하세요,,저는 대략 2년 전 우울증으로 10개월 넘게 항우울제를 복용하였습니다. 기억 상으로는 데스벤 서방정이라는 약을 매일 복용하였습니다.,,지금은 우울함은 느껴지지 않으나 그 때 이후로 모든 감정이 둔해진 것 같다는 느낌이 항상 있었습니다. 의사선생님이 딱히 그런 부작용을 설명해주신 적도 없고 약을 복용하며 겪는 부작용들은 약 복용을 중단하면 없어질 거라고 하여 그냥 기분탓 혹은 나이가 들어서 사람이 바뀐 거라고 생각했습니다. 그런데 실제로 많은 사람들이 항우울제의 부작용으로 감정 둔화를 겪는다고 하고 가장 흔한 복용 중단 이유 중 하나라고 하는 것을 최근에야 알게 되었습니다.,,앞서 말씀드린 것처럼 저는 약 복용을 중단한지 2년이 넘어가는데도 영구적으로 사람이 바뀐 것처럼 모든 자극들과 그에 대한 제 감정의 반응이 심각하게 적어졌습니다. 그래서 되려 그 때처럼 감정적으로 우울감이 느껴지진 않지만 그 때만큼 삶을 생생하게 살 수 없다는 게 너무 괴롭습니다. 그래서 질문은 다음 두 가지입니다.,,1. 지금처럼 제가 겪는 감정이 적어지는 현상이 영구적인 변화인가요?,,2. 그렇지 않다면 원래대로 돌아오기 위해선 얼마나 시간이 걸릴까요?,,3. 원래대로 돌아오게 할 수 있는 방법이 없나요? 예를 들어 운동하기라던지 체중 감량이라던지 (그 때 이후로 살이 10kg가량 쪘습니다.) 영양 보충제 복용이라던지 혹은 최악의 경우에는 다른 약의 처방같은 것 말입니다.,,꼭 도와주십시오. 부탁드리겠습니다. 감사합니다."
1106	pandemic	우울증 약	2023.02.26	우울증약 2년째먹고있는데 몇일 안막었는데 너무 우울해요...죽을거같아요... 먹어야하는건가요 죽을때까지 먹어야하는건가요?
1107	pandemic	우울증에 좋은 약 끊는 방법 있다면 알려주세요.. 가능할까요?(풍납동 20대후반/여 우울증에좋은약)	2023.02.27	"우울증 진단 받은지 10년 정도 되었는데요,,이후로 계속 약 복용을 했는데 낫는 거 같다가도 다시 무기력해지고 반복입니다,,약을 이제는 끊고 싶은데 스스로를 못믿겠는 불안감도 있고...,,한 번에 끊는 건 무리일 거 같기는 한데 너무 의존하고 있다고 생각도 들어요,,우울증에 좋은 약, 방법 등등 좀 새로운 걸 찾아보려고 하는데요...,,재발하는 우울증에도 다른 좋은 약 ? 이 있을지 궁금합니다."
1108	pandemic	사는게 재미없어요	2023.03.02	"현재 우울증 진단 받은지 1년 다 되가는데요. 최근들어 갑자기 기쁜일이 있을때 별 감흥이 나지 않고 취미도 다 하기싫어졌어요. 누워만 있고 싶고 몸이 너무 무겁게 느껴져요.,지금 죽어도 상관없을것만 같아요. 안정제랑 수면제 이번달에 받으면 그거 먹고 평생 자고 싶어요. 밥 맛도 없어지고 원래 성에 관심이 많았는데 이젠 다 싫어요."
1109	pandemic	사람이 죽기전에 멍하게 있는 경우있잖아요	2023.03.02	"저는 현재 25살 입니다. 우울증은 18살부터 시작 됐어요. 약을 정기적으로 꼬박꼬박 먹기 시작한 것은 1년정도 입니다. 그전에는 좋은병원을 찾지 못하고, 약을 타외도 안먹을때가 많았어요. 약을 복용 했을때, 이유없이 눈물나고 멈추지못하는 것은 나아졌습니다. 하지만, 마음이 공허 하거나 아무것도 하고싶지 않아서, 무표정으로 멍때리는 건 나아지지 않았습니다. 이부분은 개선 하는걸 포기 해야하는 걸까요?"
1110	pandemic	심각한 우울증 극복..	2023.03.03	"제가 우울증이 되게 심각한데 조금이라도 극복하고 싶은데..,아무리 잘 안되네요 제 의지가 부족해서인지..,우울증 때문에 그런가 식욕이 없고.. 뭐 한입이라도 먹고 움직여야지 하는데 자꾸 밥을 안먹게 되네요..,배달음식도 집밥도 둘다 별 생각 없기도 하고..,솔직히 제가 죽어야지 생각 종종 많이 했었어요 매일 괴롭고 행복하지 않고 대체 뭘 위해서 살아가는건지 하나도 모르겠고..,그리고 제가 지혜롭지 못해서 항상 실수 많이하고 덕분에 죄책감이랑 자책감 많이 느끼고.. 또 친구 많고싶은데 저에게 친구 많이 없고 믿을 만한 사람이 한명도 없어요..,정말 살아가는데 왜 이렇게 힘이 든걸까요..,그런 나를 정신병자로 취급하고 나쁜사람으로 취급하고..,정말 앞으로 살아가는게 쓸데없는거 같더라구요..,왜 태어났는지 하나도 모르겠습니다,,전에 우울증 때문에 병원 갔다온 적 있는데..,아무리 치료받아봤자 별 소용없더라구요,,정말 어떻게 해야 … 할까요….."
